Accession	BSF	PCF
Tb09.160.4650	61.1415	58.5323
Tb927.10.4130	58.9166	123.2162
Tb11.47.0030	30.4561	18.3729
Tb927.6.5520	0	0
Tb09.211.2510	0	0
Tb927.10.9460	98.8508	2.4058
Tb11.02.0030	35.6595	32.716
Tb927.7.2220	0.3578	0.847
Tb11.01.0240	97.2756	57.408
Tb927.3.5800	9.354	0.9211
Tb927.10.8070	84.5046	72.7683
Tb927.4.2100	29.486	24.0165
Tb927.10.9360	28.9436	27.8247
Tb927.1.5150	28.5471	1.589
Tb927.5.1620	73.4901	80.9372
Tb927.3.1290	25.6965	32.379
Tb11.01.8500	98.2364	87.0874
Tb927.10.6590	40.1613	39.7297
Tb927.10.5990	36.05	45.0054
Tb11.15.0004	0	0
Tb10_rRNA_2:rRNA	27.0432	48.4648
Tb927.6.4180	116.0962	84.0342
Tb927.10.10910	0	0
Tb927.4.1850	79.8869	77.105
Tb927.8.290	0	0
Tb927.3.4250	61.0169	100.0521
Tb927.3.4260	72.3926	96.3813
Tb09.211.0090	30.766	22.0747
Tb927.8.1170	0	0
Tb927.10.11910	52.4252	27.0916
Tb927.8.5780	128.9292	166.2255
Tb927.7.4180	279.2791	317.9083
Tb927.6.180	0.6876	0.1873
Tb927.7.5920	39.9561	39.6693
Tb927.7.2300	67.1019	67.6951
Tb11.03.0940	58.4949	87.2542
Tb11.0610	0	0
Tb11.02.2480	46.4722	105.4898
Tb927.7.3400	36.2393	29.019
Tb927.3.1590	42.6108	70.0906
Tb09.211.1740	62.2177	72.8774
Tb927.8.7570	64.5472	58.66
Tb09.211.4580	44.6791	59.0196
Tb927_11_01_v4.snoRNA.0015	0	0
Tb11.02.1680	134.4391	126.0641
Tb09_snoRNA_0055	0	0
Tb11.01.8226	47.7662	33.3338
Tb927.1.4350	34.4042	26.6914
Tb927.10.12710	213.3638	240.7792
Tb927.3.3680	45.0782	57.721
Tb05.5K5.390	0	0
Tb927.3.1060	58.6601	43.7794
Tb11.13.0003	0	0
Tb05.5K5.330	0	0
Tb927_08_v4.snoRNA.0019	0	0
Tb927.3.4930	59.4484	37.9711
Tb11.01.4630	39.0679	44.8591
Tb11.24.0003	0	0
Tb11.01.3270	31.2724	23.9657
Tb927.6.1230	41.6133	62.7091
Tb927.4.2310	145.5942	209.4326
Tb09_snoRNA_0024	0	0
Tb927.4.1140	39.3724	40.9755
Tb11.02.3500	38.2996	34.5864
tryp_IXb-6d06.q1c.snoRNA.0048	0	0
Tb927.6.1884	0	0
Tb927.7.3680	774.1916	822.6412
Tb11.1660	0	0
Tb10.v4.0165	0	0
Tb927.3.5560	42.5088	45.1948
Tb927.6.3580	32.5824	43.5529
Tb11.01.1280	46.9939	56.9968
Tb927_08_v4.snoRNA.0037	0	0
Tb927.6.2780	45.2841	45.63
Tb927.3.2570	0	0
Tb927.10.12520	57.4347	51.9401
Tb09.v4.0182	0	0
Tb927.10.5950	29.8185	27.4046
Tb10.v4.0112	0	0
Tb09.211.3780	33.8311	44.542
Tb927.3.5780	27.4243	12.3209
Tb09.244.0350	0	0
Tb927.10.8970	13.8311	15.3047
Tb11.01.0070	0	0
Tb09.160.0500	30.9759	47.4249
Tb11.46.0011	49.7852	48.8513
Tb927.2.3400	29.8131	16.3295
Tb09.160.4930	18.9245	11.108
Tb09.160.3780	111.5678	112.8632
Tb11.01.5510	94.1171	72.3043
Tb11.01.1800	43.0219	52.9162
Tb927.6.5240	0	0
Tb11.02.4430	34.8539	51.7602
Tb927.5.550	56.6931	69.9582
Tb11.01.0970	42.7434	34.8631
Tb927.1.1500	53.7579	11.9997
Tb927.10.3100	23.1591	29.5874
Tb927.5.450	1.1267	4.0902
Tb927.3.5860	0	0
Tb927.1.2640	41.6872	49.0174
Tb09.160.0185	0	0
Tb11.47.0032	45.6606	35.0745
Tb10.v4.0237	0	0
Tb11.48.0001	0	0
Tb927_09_v4.snoRNA.0058	0	0
Tb11.02.3230	45.2141	38.3177
Tb927.1.3530	21.1488	11.57
Tb927.2.1452	0	0
Tb927_10_v4.snoRNA.0003:snoRNA	0	0
Tb11.03.0750	39.7029	39.3007
Tb927_09_v4.snoRNA.0111	0	0
Tb11.0320	22.2662	23.7825
Tb09.211.4270	30.8446	16.1304
Tb927.10.2410	93.4295	18.666
Tb927.8.5760	226.5719	127.1706
Tb10.v4.0258	0	0
Tb09.211.0680	300.905	142.7375
Tb09.160.1210	33.4673	39.1167
Tb11.01.6760	39.1745	29.3341
Tb11.03.0230	127.2313	137.2305
Tb927.3.1690	146.014	299.5354
Tb927.8.2390	26.5527	25.0255
Tb927.6.890	19.3483	29.7823
Tb927.6.4360	35.5609	42.8864
Tb927.8.4340	101.201	13.4198
Tb09.160.0490	70.4096	73.0614
Tb927.7.3930	21.9177	30.8833
Tb927.10.1830	51.1112	54.396
Tb09_rRNA_3	236.0939	561.8917
Tb927.10.15830	60.3946	60.781
Tb927.10.16130	59.1199	44.8694
Tb927.2.1140	29.4073	17.795
Tb09.211.3740	36.9049	55.0557
Tb927.7.1370	41.0176	33.3454
Tb927.10.11820	34.1196	32.5011
Tb08.27P2.260	0	0
Tb927.5.5350	0	0
Tb927.5.5050	0	0
Tb927.8.380	0.1605	0
Tb927.8.4070	0	0
Tb927.7.6820	58.0098	39.2663
Tb09.211.0860	58.0351	58.2371
Tb927.4.2270	55.551	75.3506
Tb927.8.1690	43.9727	35.2598
Tb10.v4.0193	0	0
Tb927.10.5470	70.6661	66.5193
Tb927.2.5050	40.793	46.2223
Tb11.47.0020	49.1835	36.9943
Tb09_SLRNA_0003	0	108.3789
Tb927.7.5440	18.1902	29.3032
Tb927.1.70	11.4929	3.4567
Tb927.10.6040	205.9655	64.9145
Tb927.5.1800	191.5847	182.2201
Tb927.10.11460	18.8492	16.302
Tb927.6.1300	3.1077	2.0852
Tb11.02.0140	115.933	89.6243
Tb09.160.1290	22.1083	24.7798
Tb927.3.3910	20.4018	15.6767
Tb09.211.3050	137.7208	119.5913
Tb09.160.2750	30.7067	19.4876
Tb927.2.4950	18.0223	29.4652
Tb11.0470	0	0
Tb927.10.11380	34.3635	39.1249
Tb927.4.2570	29.7312	26.2006
Tb927.1.580	20.4365	71.9172
Tb927.3.5290	33.7092	46.2072
Tb927.1.5190	28.3332	0
Tb927.4.4680	32.9322	18.1334
Tb11.02.5750	60.5125	45.0239
Tb11.01.6390	20.7803	28.5173
Tb927.10.12510	11.0245	10.9666
Tb927.1.4150	18.6407	9.9796
Tb927.10.12070	34.7247	32.276
Tb11.1630	0	0
Tb927.10.620	33.0922	38.4667
Tb927.10.12680	476.4163	447.7037
Tb927.10.3460	36.9156	36.8323
Tb927.7.550	60.6498	52.8969
Tb11.02.3860	23.4196	104.5419
Tb09_snoRNA_0063	0	0
Tb927.10.15900	22.5188	55.3872
Tb927.10.11110	50.223	73.0998
Tb11.v4.0053	0.1545	0
Tb927.8.3080	19.0891	25.3337
Tb927.10.10110	34.0037	25.9474
Tb11.02.2130	91.745	62.4249
Tb927.6.1690	42.6847	31.5477
Tb927.8.3990	150.5517	72.5603
Tb927.8.1387	0	0
Tb11.02.0150	35.8628	28.9929
Tb11.0270	0	0
Tb11.01.2740	35.8048	74.8186
Tb927.5.3700	63.7676	86.0173
Tb09.354.0010	0	0
Tb927.5.370	0	0
Tb927.10.9720	24.5544	25.8046
Tb11.01.6310	65.9205	44.8887
Tb927.6.2450	21.7325	20.347
Tb927.8.1840	29.1854	36.798
Tb11.01.4710	0.3511	0.3617
Tb927.10.910	25.0668	27.8405
Tb927.4.3660	52.6331	62.2986
Tb09.211.2550	55.1798	75.6169
Tb11.02.0890	69.7732	78.138
Tb927.8.5610	39.7615	32.8286
Tb10.v4.0056	0	0
Tb927.10.4990	66.9753	72.318
Tb11.01.1230	48.4392	29.9594
Tb927.10.1600	27.6529	32.7716
Tb927_10_v4.snoRNA.0059:snoRNA	0	0
Tb927.10.8310	45.9618	65.2117
Tb927.8.8180	6.3301	9.3117
Tb927.1.80	0	0
Tb927.7.6610	51.6709	56.5658
Tb927.5.4750	0	0
Tb927.7.1460	24.7776	30.3445
Tb11.02.1900	47.9601	36.9525
Tb09.v4.0025	0	0
Tb11.0750	0	0
Tb09.244.0700	0	0
Tb08.27P2.510	0	0
Tb927.8.3070	46.6887	58.87
Tb927.3.4410	40.07	20.1974
Tb927.10.13800	90.7681	174.3855
Tb927.1.3380	5.8983	2.4683
Tb11.18.0006	114.5856	96.0422
Tb11.09.0008	0.1605	0
Tb927.8.3110	35.4037	32.8807
Tb927.2.170	29.1568	9.8038
Tb927.7.6020	0	0
Tb927.7.5500	33.6219	42.073
Tb927.10.8150	81.4101	69.4214
Tb927.4.1230	348.6759	16.2451
Tb927.3.1160	47.4863	44.4816
Tb927.1.2260	130.2345	192.7392
Tb927.4.620	9.4532	12.3003
Tb927.7.5600	26.4581	32.37
Tb927.5.490	1.1227	1.8189
Tb927.6.5760	0	0
Tb927.3.1000	58.4702	97.1095
Tb09.160.0970	33.4986	28.9737
Tb927.5.1160	364.3474	182.7569
Tb927.8.6400	31.4396	34.2137
Tb09_snoRNA_0067	0	0
Tb927.6.4090	55.5003	86.2074
Tb09.v2.0150	0.4497	0
Tb927.4.4710	24.4418	17.0344
Tb927.5.3660	38.5754	14.1927
Tb927.10.2570	58.8007	78.6295
Tb927.8.2760	31.0378	31.2018
Tb11.01.6000	45.9671	51.0684
Tb927.10.2580	73.9525	104.0161
Tb10.v4.0160	0	0
Tb927.5.2870	15.7661	19.0778
Tb927.10.4120	48.6204	163.5753
Tb927.8.1650	25.7332	15.8277
Tb927.4.2070	9.8084	12.568
Tb927.3.960	264.8122	222.0459
Tb09.v2.0210	0	0
Tb09.v2.0170	0	0
Tb05.5K5.300	0.1472	0
Tb927.8.3280	38.4815	50.9228
Tb927.7.3320	95.5464	76.3026
Tb927.10.1100	912.3755	895.1707
Tb927.3.4280	52.9883	44.8722
Tb927.8.3526	0	0
Tb11.0020	0	0
Tb927.10.4900	82.3024	74.5427
Tb927.1.1270	56.8097	106.7851
Tb05.5K5.20	1.252	0.1716
Tb927.5.420	4.0713	1.8368
Tb927.3.3920	33.6372	29.1927
Tb927.8.100	0	0
Tb11.v4.0031	0	0
Tb11.02.3760	18.8759	10.0304
Tb927.6.4460	0	0
Tb927.8.7490	13.0008	12.2529
Tb927_06_v4.snoRNA.0006	0	0
Tb927.7.4040	36.7603	38.6184
Tb927.3.5160	22.5247	25.6927
Tb11.02.1070	120.3861	205.2174
Tb09.211.4260	6.6506	5.5701
Tb927.8.4480	46.9533	26.5308
Tb927.7.400	3.6861	2.0791
Tb927.3.2950	39.5556	38.0061
Tb927.5.1480	13.6998	13.9127
Tb09.211.3690	45.5746	34.7402
Tb11.01.0060	0	0
Tb927.7.1490	66.4349	97.9325
Tb09.211.0200	18.3975	15.906
Tb11.02.4890	104.6892	75.7796
Tb927.10.9300	84.1614	84.4351
Tb09.211.1300	109.9106	56.4731
Tb927.8.890	451.9898	189.5063
Tb927.10.5190	52.4972	51.7369
Tb10.v4.0119	0	0
Tb927.10.2170	33.7352	43.2324
Tb927.10.4840	102.8388	79.2143
Tb927.5.3550	61.5913	58.2522
Tb09.244.0710	0	0
Tb09.244.1530	0	0
Tb11.02.1850	30.2442	26.5658
Tb09.160.1640	131.318	66.1143
Tb927.5.3480	30.2003	41.5534
Tb927.8.1900	37.9484	33.0153
Tb927.10.12910	36.0967	42.6194
Tb11.01.8050	48.8537	22.1989
Tb11.01.3160	110.8022	64.2397
Tb11_snoRNA_0034	24.7716	26.9715
Tb927.6.3290	107.735	58.0285
Tb11.02.5690	20.9762	19.2302
Tb927.4.2420	39.8221	26.8864
Tb927.4.5630	0	0
Tb10_tRNA_Met_1:tRNA	3.3783	3.0936
Tb927.10.1980	49.1608	39.7949
Tb11.01.6780	108.2668	90.041
Tb927.8.690	59.1825	49.3729
Tb10.v4.0037	1.4739	1.3165
Tb927.6.3660	46.4102	71.4435
Tb927.10.13170	31.6229	36.1974
Tb927.2.2490	125.7767	59.9484
Tb11.01.6990	21.8071	29.2366
Tb11.14.0013	0	0
Tb11.01.8790	3.6188	1.2568
Tb927.10.3190	8.3258	6.0314
Tb11.02.1860	78.4516	121.4165
Tb11.02.1390	20.9195	26.977
Tb11.v4.0026	0	0
Tb927.8.8010	35.5229	39.1023
Tb11.01.8140	111.2326	114.1722
Tb927.2.650	56.4672	11.526
Tb09.244.2090	0	0
Tb927.8.170	0	0
Tb927.7.6830	1.6824	12.5611
Tb11.14.0021	0	0
Tb10.v4.0192	0	0
Tb09.211.4100	43.8008	32.6762
Tb927.10.4920	37.9964	28.7726
Tb927.1.4750	24.2712	7.236
Tb927.8.449	1.318	9.0509
Tb927.10.9560	40.2253	18.5816
Tb09.211.0740	176.2056	153.3006
Tb927.10.13980	59.9268	62.5732
Tb927.7.1350	55.625	60.1316
Tb09.160.1050	30.8866	13.2345
Tb927.6.300	2.3221	1.0701
Tb11.01.8320	34.824	23.0302
Tb927.1.1930	27.5482	38.4159
Tb927.8.3490	15.7161	9.4504
Tb11.02.1940	37.3414	64.8465
Tb927.8.5420	35.8608	33.1168
Tb09.211.0290	46.0297	51.9833
Tb09.211.3900	61.3661	57.2515
Tb927.10.13900	75.6923	61.9732
Tb927.10.1790	0.6356	0
Tb927.6.5270	0.9375	0
Tb927.4.2480	30.3975	24.5444
Tb11.52.0019	69.4134	83.0101
Tb927.3.760	47.7482	41.7738
Tb05.5K5.500	34.3249	0
Tb11.1150	0	0
Tb11.43.0004	0	0
Tb927.6.4940	37.6959	37.9395
Tb927.8.2610	35.8115	21.8914
Tb927.5.1360	166.1933	91.5998
Tb11.01.2180	39.2184	40.7016
Tb09.v4.0014	0	0
Tb11.01.7010	63.1625	149.9866
Tb927.6.5220	0	0
Tb927.6.3300	42.9966	47.7825
Tb927.8.6020	46.0244	61.8133
Tb927.6.470	0	0
Tb927.3.1140	58.0537	69.9287
Tb927.8.5130	20.3705	22.3067
Tb11.01.2930	56.4079	41.283
Tb927.8.3460	103.7583	60.4913
Tb09.v4.0010	3.3629	0.1619
Tb927.10.15980	11.8987	19.9262
Tb927.6.2370	33.3873	40.9659
Tb11.12.0014	62.8494	55.2993
Tb11.02.2340	43.6456	39.65
Tb09.160.4600	73.0216	97.9181
Tb09.v1.0820	0	0
Tb11.02.0560	166.6571	179.8452
Tb11.03.0935	26.8553	61.6891
Tb927.4.3350	74.5622	69.8449
Tb11.01.8220	41.5253	46.1915
Tb927.6.3550	44.9709	32.2376
Tb927.4.5320	30.6247	29.0286
Tb927.7.3730	42.0137	18.7182
Tb11.01.7790	30.8686	37.9505
Tb11.03.0335	244.441	307.4311
Tb927.4.3030	50.6081	52.0595
Tb927.4.980	43.4304	58.4115
Tb09.244.2280	0	0
Tb927_08_v4.snoRNA.0007	0	0
Tb927.10.10460	0	0
Tb927.10.860	19.4989	15.8668
Tb927.5.1220	46.2076	31.7729
Tb927.7.3120	188.8434	227.1994
Tb927.1.590	9.8024	11.2199
Tb927.5.1400	3.6495	0
Tb10.v4.0067	0	0
Tb927_10_v4.snoRNA.0029:snoRNA	0	0
Tb927.7.5470	61.8945	57.1506
Tb11.01.5225	63.1066	159.0581
Tb11.02.4080	53.7306	186.5541
Tb09.244.0250	0	0
Tb927.3.1070	36.6357	34.3757
Tb11.41.0001	0	0
Tb11.03.0060	44.6777	53.1887
Tb927.5.1130	87.3765	129.4282
Tb927.5.690	23.3283	36.4315
Tb927.7.5520	109.4828	123.9177
Tb927.4.4890	37.0728	13.5242
Tb11.30.0003	0	0
Tb927.8.2265	0	0
Tb927.8.750	82.6855	73.5886
Tb927.10.11730	32.9409	27.7759
Tb11.01.5500	28.1226	55.346
Tb11.17.0011	3.305	3.675
Tb927.4.610	39.2924	23.939
Tb927.8.5990	30.1763	45.0747
Tb927.10.5960	20.9709	16.2711
Tb927.5.3030	48.4985	45.9718
Tb927_10_v4.snoRNA.0046:snoRNA	0	0
Tb09_snoRNA_0090	7.4376	1.7558
Tb927.4.300	1.1167	0.1276
Tb09.160.3730	116.3981	102.9529
Tb927.7.3780	51.7595	40.8478
Tb11.01.0640	57.8725	119.4417
Tb11.02.1280	30.784	42.4005
Tb927.4.3900	41.7678	28.9195
Tb11.01.1680	43.485	28.3999
Tb927.5.4450	0	0
Tb11.57.0035	0	0
Tb11.0260	0	0
Tb09.160.4180	79.7589	49.5322
Tb927.5.2820	22.632	29.689
Tb11.34.0001	0	0
Tb927.6.5560	0	0
Tb927.3.5760	0	0
Tb927.2.5650	0.1445	0.2779
Tb927.7.5450	26.7606	22.6142
Tb927.7.3710	43.3864	43.0958
Tb927.10.9660	39.6849	47.4997
Tb927.5.4390	0	0
Tb09.211.3700	48.7824	42.1492
Tb927_09_v4.snoRNA.0051	0	0
Tb09.211.0240	13.6092	4.7828
Tb11.57.0055	0.1619	0
Tb11.02.4590	32.158	37.0458
Tb927.1.4390	7.5948	7.0555
Tb11.1830	0	0
Tb927.7.5770	45.9691	54.6857
Tb927.10.10270	1.4066	4.6696
Tb927.6.3440	35.7528	46.2169
Tb927.2.4530	58.3996	42.5988
Tb09.211.2450	45.9951	41.1505
Tb927.4.320	67.5777	58.3545
Tb927.5.3280	40.9423	46.7715
Tb927.2.4670	34.6227	23.72
Tb927.8.460	0	0
Tb927.10.9590	30.3609	26.4635
Tb11.01.8070	44.0407	30.1255
Tb11.01.7090	91.0833	58.1781
tryp_IXb-6d06.q1c.snoRNA.0019	0	0
Tb11.18.0015	98.3564	68.4906
Tb927.3.2940	31.3717	26.3372
Tb11.01.2090	66.0498	42.8782
Tb927.2.3920	43.7988	52.251
Tb11.0600	0	0
Tb11.01.2820	61.9505	49.7765
Tb11.02.4790	54.7461	44.1659
Tb927.1.4180	28.4072	31.1428
Tb09.244.2760	268.8089	172.7876
Tb927.4.4663	0	0
Tb11.02.2620	35.8228	51.1892
Tb927.1.2140	19.9454	10.9549
Tb09.160.4410	32.677	22.0198
Tb927.10.12810	104.2374	152.702
Tb11.01.2840	40.9949	43.474
Tb927.8.3660	57.4934	62.6631
Tb927.1.4690	116.1942	186.2685
Tb927.6.4140	1202.7444	792.7264
Tb927.3.4160	67.9868	122.0658
Tb927.10.5770	96.1974	93.7894
Tb927.10.16440	0	0
Tb11.0080	0	0
Tb927.10.6760	6.6413	5.7808
Tb927.10.5970	26.5554	31.5766
Tb927.3.3950	44.9729	65.9681
Tb09.211.0910	44.3646	36.0588
Tb09.211.0700	85.7513	54.1359
Tb927.4.2720	33.4993	40.3762
Tb927.6.2750	78.6708	81.9661
Tb927.10.8840	36.7264	37.1042
Tb927.8.6630	80.3327	132.1635
Tb11.14.0033	0	0
Tb927.10.12210	75.5837	120.844
Tb927.10.2850	72.6745	37.1659
Tb10.v4.0217	97.4095	2.0029
Tb927.5.2890	23.2924	35.7526
Tb927.1.2170	36.1446	11.2151
Tb927.2.3580	67.1985	28.0821
Tb09_snoRNA_0036	0	0
Tb927.10.5170	30.1343	29.9306
Tb11.30.0014	0	0
Tb927.4.1400	47.9641	21.7438
Tb10.v4.0188	0	0
Tb09.160.2660	9.5925	14.1419
Tb927.3.860	356.7732	499.3501
Tb927.8.8040	49.4913	45.748
Tb11.39.0004	0	0
Tb10.v4.0085	0	0
Tb11.v4.0045	0	0
Tb927.6.5510	0	0
Tb927.6.2470	37.0675	34.6818
Tb09.v4.0077	0.8162	0
Tb927.7.6883	7.7714	4.7938
Tb927.3.5190	16.1379	42.8679
Tb09.211.5000	1.7544	2.0303
Tb927.8.6810	44.6304	38.9417
Tb927.10.13810	47.3078	73.3703
Tb927.10.760	35.1198	72.7553
Tb11.57.0010	2.8965	0
Tb927.6.2740	296.0314	560.4077
Tb08.27P2.80	0	0
Tb927.2.4710	234.2075	352.8002
tryp_IXb-6d06.q1c.snoRNA.0010	0	0
Tb11.01.3510	31.5956	38.2546
Tb927_09_v4.snoRNA.0037	0	0
Tb927.10.13500	116.9291	200.6981
Tb927.2.1407	0	0
Tb927.7.2320	38.5421	31.7811
Tb927.8.4810	142.9535	185.4936
Tb927_10_v4.snoRNA.0081:snoRNA	0	0
Tb927.3.5810	19.1258	0.3548
Tb927.3.5080	114.5297	30.3863
Tb927_09_v4.snoRNA.0015	0	0
Tb11.02.3990	256.6723	256.211
Tb09.v1.0620	22.2875	12.4849
Tb11.02.1170	102.0072	58.2131
Tb927.10.12720	46.6434	44.4027
Tb11.01.0090	22.76	31.5436
Tb11.02.5490	28.7083	162.4778
Tb927.10.6090	36.6577	38.9643
Tb927.10.11640	37.9484	37.3245
Tb927.3.1360	40.7623	37.4995
Tb927.10.8620	46.728	41.1464
Tb927.10.14000	49.2115	236.7693
Tb927.4.3540	55.2192	49.3915
Tb11.01.0980	26.2855	26.5109
Tb927.3.4760	33.2794	25.0557
Tb11.01.1470	89.0443	147.9919
Tb09_snoRNA_0106	0	0
Tb11.01.2390	70.8401	56.2486
Tb11.01.0940	26.9625	19.7286
Tb927.4.4220	39.2504	53.9581
Tb927.4.2690	15.9607	14.7082
Tb927.7.6200	27.9327	43.4582
Tb927.6.3390	1.0448	0.1592
Tb927.10.3650	33.8045	40.0962
Tb927.7.6210	29.2507	39.3823
Tb09.211.0540	158.4378	189.4912
Tb927.4.4620	142.7196	721.8402
Tb11.46.0003	32.799	20.7472
Tb927.5.2450	56.5592	63.3694
Tb927.2.5970	105.8213	103.8686
Tb927.10.1310	21.5039	28.0615
Tb927.6.4000	158.2839	153.8641
Tb927.4.5600	0	0
Tb11.45.0002	0	0
Tb927.10.5820	37.8351	45.1069
Tb927.3.1892	0	0
Tb927.6.1490	54.6175	40.5348
Tb927.3.2770	27.0498	32.9652
Tb11.01.1150	3.3316	3.968
Tb927.3.3010	89.7466	125.6056
Tb09.211.4950	15.0425	8.2169
Tb10.v4.0076	0	0
Tb927.10.6880	569.1842	347.968
Tb927.8.4400	100.352	82.4466
Tb11.01.1440	48.7004	35.0875
Tb09.244.0220	0	0
Tb927.1.2030	6.7752	0
Tb927.10.2630	53.3388	60.4247
Tb11.01.6980	13.6858	16.9431
Tb927.1.3440	26.5441	14.5682
Tb927.8.4680	88.8538	65.478
Tb927_09_v4.snoRNA.0020	0	0
Tb927.10.12060	19.0631	33.2905
Tb927.10.8540	70.994	83.2174
Tb09.160.2330	0	0
Tb927.4.5430	1.2547	0
Tb09.v4.0070	0	0
Tb11.01.4550	23.8081	18.5418
Tb11.44.0009	0	0
Tb927.10.590	28.8843	33.2329
Tb927.2.2460	36.6704	44.3855
Tb11.02.0570	62.9473	128.9202
Tb927.10.1390	178.5758	207.4317
Tb927.1.1090	97.678	50.94
Tb927.10.3000	87.4711	89.73
Tb09_snoRNA_0043	0	0
Tb927.8.7420	3.0404	1.6686
Tb09.211.0010	7.6961	0.0219
Tb11.57.0027	0	0
Tb927.1.3620	22.9252	3.6283
Tb927.8.5090	32.805	94.4751
Tb927.10.5520	75.8289	61.048
Tb11.02.4230	43.2671	46.5443
Tb11.01.1140	19.7535	12.6957
Tb927.10.14220	70.5595	66.2825
Tb10.v4.0068	0	0
Tb927.5.4190	0	0
Tb09.v1.0360	6.4841	3.0318
Tb927.10.140	0	0
Tb927.7.1630	75.3758	140.5396
Tb09.160.1990	38.4655	76.5216
Tb927.3.2420	158.2193	105.7239
Tb927.10.6340	49.7905	40.9288
Tb11.01.3745	67.8802	82.4061
Tb927.5.1340	37.8365	30.0068
Tb11.02.4140	28.8323	30.6808
Tb927.2.5030	35.8088	37.8942
Tb927.8.1611	0	0
Tb927.1.1050	27.9101	40.4641
Tb09.211.2990	41.426	31.0762
Tb927.5.2650	26.2262	38.9472
Tb11.02.1240	32.3199	10.0008
Tb927.10.14500	184.3896	131.9205
Tb11.02.2680	61.2895	40.9871
Tb927.10.3330	72.9157	72.1602
Tb09.160.4500	43.4064	30.8737
Tb927.1.4080	17.3247	31.3322
Tb927.8.5140	57.8552	26.955
Tb927.10.7640	15.4449	10.725
Tb11.01.0390	27.6615	41.4264
Tb927.10.13630	110.7495	93.2039
Tb09.160.3010	8.6976	0
Tb927.7.6970	34.758	53.2902
Tb927.5.4990	0	0
Tb09.v4.0136	1.4006	0
Tb09.211.4290	76.5999	55.4764
Tb927.2.6380	0	0
Tb927.7.3270	28.1766	42.7505
Tb927_11_01_v4.snoRNA.0039	0	0
Tb927.10.14050	32.0247	6.7233
Tb927.10.16280	0.0806	0
Tb927_09_v4.snoRNA.0001	259.1437	227.8858
Tb927.10.9690	22.4408	26.456
Tb927.5.2600	26.6387	43.7039
Tb927.1.1260	40.4925	76.4907
Tb927.10.9960	33.2487	34.051
Tb11.01.1220	62.956	48.4662
Tb927.1.2670	84.8591	97.2633
Tb09.160.2290	27.9594	40.5025
Tb927.4.2030	161.0425	63.2788
Tb10.v4.0048	0	0
Tb11.01.7280	43.1165	52.9079
Tb09.160.4130	46.9073	43.8906
Tb11.02.4870	296.7024	189.9476
Tb927.10.2110	0	0
Tb09.v4.0192	0	0
Tb927.1.4240	39.2224	38.0191
Tb927.7.5310	39.7822	53.3445
Tb11.02.5030	46.9659	40.6899
Tb927.5.2780	69.7439	76.2559
Tb927.3.3432	3.7108	3.8335
Tb11.02.2410	37.2341	28.5008
Tb927.5.1640	51.1845	36.947
Tb09.244.1110	0	0
Tb927.1.4130	20.3765	50.0387
Tb927.7.6630	26.4321	44.8447
Tb927.2.4150	59.2405	32.8883
Tb09.160.0080	0.3424	0
Tb11.0180	0	0
Tb927.8.8290	168.9193	140.3948
Tb927.8.7550	34.5601	27.465
Tb11.v4.0042	0	0
Tb927.10.920	39.2038	34.6043
Tb927.4.2580	20.5764	29.9608
Tb927.6.5730	0.3065	0
Tb927.6.5660	0	0
Tb927.4.5480	0	0
Tb927.3.100	0	0
Tb927.4.5140	13.6605	9.7146
Tb11.02.3720	18.8799	9.6597
Tb11.01.1080	27.5283	17.5719
Tb09.142.0500	0	0
Tb927.5.3880	42.9306	45.8208
Tb11.02.4930	39.5889	19.0579
Tb927.4.3450	200.4036	445.5429
Tb927.4.3330	90.9161	45.133
Tb927.10.9770	40.7837	55.5094
Tb927.8.2252	4.1439	10.9652
Tb11.01.7900	27.5882	75.2599
Tb11.50.0005	0	0
Tb927.3.1230	22.071	26.1533
Tb927.3.2290	49.496	58.1452
Tb927.10.10120	52.8423	53.1756
Tb11.01.1200	68.0021	44.1727
Tb927.7.4410	30.5508	28.1116
Tb927.3.4020	8.1659	17.2307
Tb927.7.3280	25.2127	78.2369
Tb927.2.950	8.3271	2.795
Tb927.6.930	23.0825	5.6545
Tb09.211.3160	14.8825	28.5722
Tb927.10.6080	128.0976	136.7871
Tb927.10.10000	174.8483	221.7535
Tb927.5.770	17.8957	31.1462
Tb09.v2.0140	0	0
Tb11.01.3600	63.6056	56.9536
Tb11.02.4850	9.1987	6.8791
Tb927.8.5360	10.1449	15.4159
Tb927.10.14630	0	0.1297
Tb927.10.2510	48.891	50.1499
Tb927.3.970	84.969	89.6888
Tb927.3.3620	48.0041	39.2856
Tb927.10.12530	59.2238	50.3819
Tb927.10.930	40.9569	70.9466
Tb927.7.7480	17.4113	7.9197
Tb927.10.15220	99.6531	208.8944
Tb927.4.3630	12.7536	5.0004
Tb11.01.8110	36.1073	67.3718
Tb927.7.3450	76.4519	11.0263
Tb927.4.3292	0	0
Tb11.01.6630	24.1213	32.7709
Tb927.2.2410	35.6342	38.3623
Tb11.01.0220	98.2431	25.4449
Tb927.8.2220	24.7936	26.4093
Tb927.2.1170	0.7096	0.731
Tb927.10.4160	68.7931	29.262
Tb927.10.3640	148.8326	122.1214
Tb927.10.2380	37.2281	29.505
Tb11.30.0005	0	0
Tb927.3.1890	46.4015	58.0463
Tb09.211.4330	70.5249	81.9757
Tb927.10.7060	49.8751	65.8748
Tb927.10.13760	73.1402	69.0151
